id,text,label
932,хорошо но мало ,0.0
933,я иевлянин слава героям смерть пособникам фашиста януковича ,0.0
934,ккраина катится в пропасть ,0.0
935,яблоко кал ,0.0
936, андрей захаров нах мне твои лайки засунь их себе в зад ,1.0
937,офигенно лерка расшарил клип где только мог именно эти уроды сожгли хатынь и другие беларусские сёла ,1.0
938,слава україні ,0.0
939,тобі москаль дурно дивитися а то шо людини повмирали тобі всеодно ,0.0
940,брехня ,0.0
941,дебилизация украины идёт полным ходом ,1.0
942,давно было пора разогнать этих клоунов ,0.0
943,прочитала тут коментарі багатьох противників майдану і в шоці люди мало того що проти молоді виступаєте так ще й іронізуєте з чужої біди на місці цих людей міг бути будь хто з ваших рідних чи близьких знайомих цікаво як би ви реагували на свій ж коментар та іронію якщо б вас так били я знаю що багато хто хоче назад в радянщину тішитись мізерною зарплатою не бачити нічого окрім свого села і бути заляканим з опущеними головами але де ж ваша людяність б ють ж таких самих як ви це ж люди це молодь дівчата які мають колись ще стати матерями щоб та україна могла існувати а те що влада такий дає наказ свідчить лише про диктатуру і уособлення егоїстичності їм все одно що це народ завдяки якому і є ця держава не чекайте що стане краще тепер жити лише навпаки країна де народ не має права голосу мертва країна мені вас просто шкода ,0.0
944,вроде взрослый мужик а говоришь как школьник были бы власть имущие у нас как на западе этого всего бы не было такого не будет у вас будут власть имущие как и вы сами со всеми вытекающими ,0.0
945, вася немайданутый ты заебал еще раз повторяю иди гуглить относительно политики эс по поводу геев ,1.0
946,гейропу в жопу бендеров накол ,1.0
947,хакамаде бы в артистки театр её стезя а не политика ,0.0
948, владимир тешилов кто такие майдауны монгол ,0.0
949,на антимайдане платят люди приходят берут деньги и убегают оттуда ,0.0
950,расползается бендерская отрава по венам украины ,0.0
951,правильно делают что стреляют бандиты с майдана первые начали прицельную стрельбу по ним причём у них много погибших те бандиты первые начали и коктейли молотова кидать в них поскорей бы расстреляли всё это дерьмо купленное вонючими америкосами ,1.0
952, ев завал спасибо что дискутируете без оскорблейний это редкость я понял вашу точку зрения что бы продолжить дискусию с вами мне не хватает информации поэтому я вышел из разговора ,0.0
953, золотое убийство кацапьё не позорь русских а то ваша интеллигенция уже в шоке от такого переводняка как вы ,0.0
954, саша гарматний а кто тебе сказал что в россии нищета а в сша ее нет в таком случае ,0.0
955,менты не люди люди не менты ,1.0
956,ну просто сонячний ролик ,0.0
957, что несет хакамада она неадекватна вообще ,0.0
958,достаточно отслужить в армии чтобы понять что это не силовики стріляють бойовими кулями а хрен знает кто ,0.0
959,слава героям украины киев победит сатана янукович и его бандиты падут ,0.0
960,як так можна їм смерті мало цим беркутам як можна бити без збройного жах ,0.0
961,да это постановка люди обученые обращению с оружием ни когда не выйдут в перёд перед стреляющим в беркуте снайпер не работает в одиночку работает так называемая снайперская пара человек обученый стрельбе с оптикой ни когда наглазник прицела не прикладывае к глазу и т д и т п ,0.0
962,нічо собі жаліли особливо тих кого вбили ну так вже жаліли так жаліли ідіот ,1.0
963,виталий аксенов жаль что твою семью когда то чекисты не расстреляли ,0.0
964, саша гарматний плохо что ты даже понятия не имеешь откуда берутся деньги для благосостояния народа и создания государства а еще о европе мечтаешь с такими познаниями ты в любой стране дальше быдла не поднимишься ,1.0
965, котта кит чего сразу раб просто наблюдаю со стороны что в вашей стране твориться а на счёт поляков так просто они у нас в литве много раз отличились ,0.0
966,ага мы в россии в х тоже путали свободу и беззаконие а американцев считали освободителями и доброжелателями ничего лет через тоже поймёте где друзья а где враги ,0.0
967,какие силовики вы в своём уме если они и проходили спецподготовку то за пару часов до этих съёмок цирк не ведитесь ,0.0
968,дебют хирурга в программе поединок ,0.0
969,потому что это показуха и пиздеж ,1.0
970, александр попов та иди на хуй сука продажна ,1.0
971,как они все надоели мягко говоря ничего умного когда они работают скачут с одного канала на другой с одних валдаев на другие презентации постоянно отдыхают попровляют здоровье на всех заграницах что то там тоже говорят вот только кто бы их слушал ребята вы когда работаете и деньги зарабатываете и на ччто живете не работая и когда речь пойдет серьезно об исполнении законов когда дума призовет к ответу на свои заседания прокуроров мвд следователей разных дать полный нам отчет о том беззаконии которое царит в стране думцы за те деньги которые вы тоже получаете немалые пора бы навести порядок в стране а не позорить ее на весь мир и не тыкать пальцем во всех подряд что вы там делаете спросите со своих губернаторов которые тоже полгода лечаться и заботятся о своем здоровье наведите порядок чтобы исполнялся закон а не рассуждать совершенно немыслимо на эту тему вы принимаете законы и спросите почему нет верховенства закона с того президента россии путина в в ,0.0
972, сергей влодимирович ты еще не сдох шакал опущенный ,1.0
973, светлана зингман не видел ни одного издевательства они стояли и требовали уважения к своему слову даже если издевались это не повод их бить почитайте конституцию и уголовный кодекс хотя вам поздно уже наверное ,0.0
974,майданутый свинорыл ну как поживается тебе после просирания своей страны стал свободным вместе со своим братом кастрюлеголовым наверняка уже работаешь всем своим семейством в россии гастарбайтером если конечно ты уже удобрением не стал для донбасской земли ,0.0
975,ура наконец начали что то делать если ес начнёт выёбываться на януковича надеюсь путин поможет ,1.0
976,нам мешает вы наверное умный человек и понимаете что власть ответственна за бардак в котором мы живем ты можеш хоть об стенку расшибиться и быть чистее чистого листа но пока власть не захочет ничего не изменится именно поэтому люди собираются на манифестации что бы изменить власть а договор с ес это был спусковой механизм который только доказал что нынешняя власть не готова менятся когда жестоко избили манифестантов то власть только доказала свое отношение к народу она не имеет права на существование и должна уйти не знаю что там в россии творится мне пофигу если вам это нравится ваше дело но не нужно пытатся учить украинцев что им делать ,0.0
977,беркутню на мясо ,0.0
978, алексей башкин причем тут моя голова все это задокументировано так шта не смотрите на ночь орт ,0.0
979,откуда у тебя что осеннее обострение ты пей пилюльки которые дядя в белом подарил а то тебя еще та что ты на дискотеке принял не попустила ,0.0
980,беркутов понимаю они весь день стояли ничего сделать не могли как только поступил приказ что можно защищаться я думаю приказ то они пошли ,0.0
981,кто то умный сказал опыт учит тому что чужой опыт ничему неучит украинцы вы лезете в добровольное жидовкое рабство думаете в европе кто то озабочен правами человека и свободой личности мировым жидовским мафиозным структурам нужны рынки ресурсы и дармавая раб сила и вы как кролики под гипнозом лезете в пасть удава который вас проглотит и через пару лет высрет загонит в долги и будет за европейские фантики скупать ваши земли и ресурсы как это произошло с грецией ,0.0
982,где вы видели в европе рабов да россия отказалась от крепостного права позже всех в европе а насчет продажные вы явно приоритеты расставляете не в том порядке продажней пр нет и не было никого ,0.0
983,премьер украины азаров заявил что от беркута пострадал участник майдана младше лет ,0.0
984,как только таких уёбков как ты земля носит ,1.0
985, типовий представник молодіжного бидла задопомогою таких опозиція хоче роздерти країну на шматки щоб в процесі урвати собі пару смачних шматочків мені сумно від того що в нашій країні так багато от таких безмозглих бидланів котрі згодні за пару сотень гривень чинити безпорядки та ганьбити нашу країну перед усім світом ,1.0
986,пидеры ,1.0
987,чо ты хуйню несеш дурачек чтоли ,1.0
988,животные во что вы превратили свою страну беркут это ваши соседи сограждане возможно родные вы как стадо пляшете под чужую дудку мне искренне жаль тех ребят которых на этом видосе уволокли хз куда или как это там на ваше тазу незалежности называется взяли в плен ,0.0
989,как так по зверски можно нажимать на курок автомата неужели нет бога неважно для меня кто это делал я в душе прошу бога чтоб эти люди страдали и мучились всю свою оставшуюся жизнь долго и больно проклинаю от души этих автоматчиков ,0.0
990,тяжело на душе стало разводят вас ребята как тех арабов дикарей много общего поводыри ваши продажные провокаторы там где надо работать созидать объединиться можно покричать пострелять повоевать да наплевать им на украину и януковичи и ющенки и юли найдут где спрятаться а вы ,0.0
991, александр никитинэто ты даже своего патрона превзошёл семья это бит даже меньше чем винтик использовали стёрли ,0.0
992,во черти ,0.0
993, александр письменсков долбоеб твоя страна уничтожила свои собственные башни близнецы убила собственных граждан твоя страна полицейское говно даже в украине нет такого беззакония органов правопорядка как у вас соси член путина дальше ведь скоро ты будешь сосать у китайцев тупая русская пизда у тебя даже доказательств нет что украинский и русский это один народ троянский конь ,1.0
994, сергей корзинин а ты вообще поц больной ,1.0
995,девочки нахрена вы лезете в политику отличная музыка донбасс вас любит любите и нас ,1.0
996,будет черезвычайное положение прийдется уходить в леса наверно снова будет упа ,0.0
997, юрий шемчук ти не правий ці люди стояли там тільки за свої особисті інтереси без політиків ,0.0
998,мне пофиг что дедушка рассказывал мой дед тоже воевал ну что ,1.0
999,какой же это берут одеты кто в чего да еще повязки на руках эти националисты совсем охренели пора пулеметы доставать ,0.0
1000,вы конечно меня извините но янукович беспомощное чмо пока он жопу свою мерит на какой член она на лезет беркуты пизды огребают беркуты тоже терпилы давно бы уже сами власть организовали бы берите пример с батьки вон дал всем пизды и порядок в стране железный как батькин кулак ,1.0
1001,сколько тут ботов из рашки жуть ,0.0
1002,що кожну перевіряв ,0.0
1003,лично я не пользуюсь я вообще в норвегии живу и пользуюсь электроплитой ,0.0
1004, янехочувойны ,0.0
1005,ну то і далі чекайте другого пришестя хреста чекайте далі на якогось ідеального лідера за яким ви підете чекайте поки не постарієте і вам вже нічого не треба буде ви ж терплячі і ростіть своїх дітей рабами для вітіних онуків але знайте в старості можете гірко пожаліти що навіть не спробували щось змінити в цьому світі ,0.0
1006, саша гарматний ты че в натуре дурак ты разве не видишь преследований инакомыслящих не угодных партий аресты людей в харькове и иных городах похлеще чем при сталине это демократия тогда ты дятел ,1.0
1007,могу подтвердить на майдане ничего не платят вещи привозят люди сами кто что может также самое с продуктами и деньгами кстати деньги можно жертвовать только в трьох местах кмда дом пофсоюзов жовтневий палац приятно что автор относится к майдану не предвзято слава україні ,0.0
1008,все уже давно создано связывайтесь с координаторами в своем регионе чего еще нужно то может людей надо за ручку приводить и заставлять бороться за страну все уже есть все уже создано присоединяйтесь ,0.0
1009,бедняжки наверно это русские били их какие спец люди путина ,0.0
1010,а ха ха крупнейший поставщик зерна для эуропы не космических кораблей самолетов танков тракторов трансформаторов станков автомобилей кранов экскаваторов да металлопроката или удобрений на худой конец а зерна ебаный стыд зерна чему ты гордишься нацист смени эмблему на серп и иди сей зерно для гансов что произвело предприятие где ты финансовый директор твоя статистика продажная девка капитализма я видел румынию в и я ездил туда продавать всякое барахло в обмен на колу чипсы жвачку я видел румынию в прошлом году ехал на своей машине с семьей отдыхать в болгарию не особо румыния и отличается и шестикратное увеличение ввп на душу румына я совсем не увидел а про польшу так сравни ассоциативный договор польши с тем что было предложено украине и ты все поймешь польша буфер между европой и россией и в польшу бабла влито было мама дорогая а какое сотрудничество в космосе юмз развалено гкб южное стоит где космическая отрасль подожди год и смени яныка а не уничтожай имущество и экономику страны к гражданам которой ты себя причисляешь ,1.0
1011,мои и ваши деды бились бок о бок как одно целое а вы сейчас занимаетьмь дискриминацией стыдно что вы не уважаете историю если вы забыли ошибки истории я надеюсь она напомнит о них ,0.0
1012,сука лучше бы вы все у папки в трусах засохли стадо дегенератов скучно вам живется войны хочется ,1.0
1013, прошу прочитайте напомнить как вам по тв говорили что у нас свастика статуя гитлера и вы верите в этот идеотизм россияне （именно россияне а не русские）хотят вернуть ссср я чесно говоря понимаю что пока не сменят правительство у нас будет твориться пиздец и я против эвропы т к они хотят просто нас засадить на кредиты и мы вынуждены продавать свои земли например финляндия они назад закупают свои земли драл я ваши эвросоюзы и советские союзы в том числе и к кому свалил мудак с именем янукович правильно к путину чушке ебаной ,1.0
1014,тільки мусара знають в яких притонах шукати таких уродів ,1.0
1015,никто у нас не собачится это русское слово отражающее очевидно определенные внутрироссийские проблемы нам не свойственные к нам приехали хорошо вооруженные русские туристы с удивительными для нас словечками поребрик которые активно иммитируют противостояние которого не существует если даже удалось откопать сталинских бабушек которые очень хотят в прошлое поскольку будущее у них по естественным природным причинам и эти бабушки вдохновенно откликаются на призывы убивать всех говорящих на украинском языке всех кто был на майдане всех ко его поддерживает всех кто стоит под украинским флагом так это шизофрения господа когда вы несете нам свою массовую шизофрению свой фашизм пытаетесь провести путизацию украины вы абсолютно не учитываете что ментальность у нас с вами абсолютно различная зомбируя сталинских бабулек кровожадными призывами или привлекая к борьбе с украинским народом криминал и люмпенов вы тем самым показываете уровень собственного развития обнажаете собственные приоритеты люмпенизация россии ее криминализация и т д ,0.0
1016,пропаганда украинских наци ,0.0
1017,беркут стреляйте хотя б по тем кто вооружен ,0.0
1018,хватит слушать сми и паблики ,0.0
1019,ты защитник олигархов ,0.0
1020,очень долго ждал мнения ярмака о событиях на украине хорошие слова ,0.0
1021,у меня мурашки по коже идут ,0.0
1022,да дебил ,1.0
1023,вот счас вообще не шутка и не смешно на колени нельзя упасть когда ты уже на них ,0.0
1024,он что читает текст ,0.0
1025, дима г головой точно не ударялся кто его закрыл это платный канал покупай подписку и смотри это политика канала только его никто не смотрит ,0.0
1026,господа не верьте ему он вместе с михалковыфм подбираются к доильному аппарату сколько михалков отдоил госсредств сколько михалков с кончаловским отдоили госсредств на сеть едим как дома это они подбираются к народным деньгам чтобы доить вас всех люди очнитесь у вас у многих холодильники пустые впрочем как и у меня они жрут деликатеся а многие из нас уже запивают хлеб водой не верьте в его искренность это ход конем кончаловским для михалкова не верьте все они так сладко говорят пока не подберутся к трону ,0.0
1027, ментал атак вы приятный собеседник все ваши аргументы столь сильны ведь именно обо мне нужно говорить никак не о словах хакамады ведь ее сложно критиковать все что она говорит все это правда из первых уст про меня можете нести всякую околесицу ,0.0
1028,а сам трусишь уебак ,1.0
1029,ооооооо наденька ,0.0
1030,россию на хахлов променял ,1.0
1031,а вы должно быть паганини новый педрила ватный ,1.0
1032,иди слушай зверева и не еби украинцам мозги ,1.0
1033,хакамада как пьяная несет бред развязно держится она оскорбляет украину тем что заявляет что весь народ на майдане или поддерживает майдан это не так меня радуют результаты голосования втрое больше тех кто на нашей стороне умничка вероника поддерживаю спасибо соловьеву за передачи всегда смотрю ,0.0
1034,так буде з кожним хто осмілиться сказати проти вілкуловсько царькової банди гнид привезуть ублюдків з тупими писками які будуть убивать та калічить своїх ,1.0
1035,я бы вас бендеровцев давно пострелял нахуй падлы ,1.0
1036,куриные яйца ну может в этот момент были яйца а полчала после этого а в другое время яйца были хрен у дядек летних болтался между ногами ,1.0
1037,хакамада мразь неруская она не за русских точно да еще и пьяная пришла на программу гадина мерзкая ,1.0
1038,все кончится развалом страны а этот ролик проплачен украинцы братья ,0.0
1039,блокирован как тролль рассылатель спама не увижу лишнего упыря отличная новость старайся лгать ваше все но суть такова что правда то тебя опосля обухом по ебальцу то накажет и род твой паршивый ,1.0
1040,слава україні ,0.0
1041,пианино куплено на деньги госдепа сша ,0.0
1042,я живу в бельгии тут был репортаж про украину и знаешь что тут сказали нам нужна страна она принадлежит европе мы должны использовать людей с высоким образованием и переманить их сюда но пускать их в европу пока что не надо слишком рано ,0.0
1043,смотрели бы видео с начала а не то что власть скидывает узнали бы этот мент убил парня перед этим и полностью получил по заслугам ,0.0
1044,пси продажні боєтесь без зарплати остатись зголоду здохнути звільняйтесь поки не пізно ,0.0
1045,причем тут люди рыба гниет с головы народ не спрашивают а теперь помощи просят у народа ,0.0
1046,корочи москалики зомбі живіть в своїй раші і нухайте путлеру жопу ,1.0
1047,героям слава ,0.0
1048,просто супер ,0.0
1049,если от тебя уйдет жена ее не надо избевать и держать на цепи а менятся самому чтобы она осталь с тбой украинский народ в праве выберать свой путь сам и набивать свои шишки сам лубое дело не проходит без ошибок и поражений надо просто двигатся вперед пока есть возмжность ,0.0
1050, это ты про правый сектор с уноунсо ,0.0
1051,ісус зустрічався із демонами лице в лице тому він їх перемагав ви приречені на програш тому що їх боїтеся ,0.0
1052,очень жалко россиян в основе пишут гадости здесь люди которые дальше своего жопоградско мухосранского не выезжали ну или тролики чтобы понять что происходит нужно выехать с ж м хотя бы в киев я молчу про львов и вообще молчу о европейских столицах хотя люди вышли уже не за европу русским не понять у них все хорошо ,1.0
1053,пока такие дебилы есть на украине януковичу можно не волноваться ,1.0
1054,я за майдан они хотят лучшего для украины сейчас наша страна на нишей планке развития но я надеюсь что мы добьемся своего надо менять все если мы перейдем в ес то может для нас где то рядом засияет маленький луч надежды и новой эры для нашей батьківщини україни ,0.0
1055,так смешно все это смотреть слушать и читать восприятие россиянами происходящего в украине напоминает восприятие голливудом происходящего в россии медведи гуляющие по улицам военные шапки спьецназ и тд ,0.0
1056,набридло сміття нехай відставку янучар то сміття не буду ,0.0
1057,какая же неприятная эта японская обезьянка вульгарная до невозможности ,0.0
1058,евросоюззз смешно есть европа америка и россия это два ядерных полюса а украина между ними подумайте над всей этой заворушкой говорят вам о свободе а сами ищут место для пво ,0.0
1059,сомнительный чистый звук без внешних помех запись с такого расстояния должна быть наполнена постороними шумами где какафония звуков майдана по видюшке видно что снимали не професиональной апаратурой а на телефон или фотоапарат записать такое нереально нужна офигенная професиональная техник которая сможет качественно обработать выносной микрофон так что может он и играл эту композицию но видео явно не оригинал ,0.0
1060,мне так нравитса мои товарищи россияне их там нет они не жили в этой стране последние лет они верят новостям и паре роликам из интернета а то что тв все путину пренадлежит и говорит то что выгодно нашему правителсьтву а те кто обсирают ярмака это завистники которые ничего не могут в своей жизни которые только осуждают а чтобы осуждать надо самому чего нибудь добиться а такие как олег и прочие иди лесом не ваша проблема и сами вы никто и мнение ваше ничего не значит ,0.0
1061,супер ,0.0
1062,тебе в сало ,0.0
1063,и то мало будет за то что погубил столько людей ,0.0
1064,каким бы немодным было слово главное это чтобы ясно отражало суть явления какими предложешь заменить такие старые понятия как совок москаль пахнет нафталином ,0.0
1065, канал и радио свобода источники конкретной дезинформационной войны на украине вот эти каналы надо гасить в первую очередь они еще рф обвиянют в дезе сверхнаглость зашкаливает а молодые украинцы верят им мозгов нет еще пока ,0.0
1066,не особо то смешно всего конечно не будет но суть должна быть понятна ,0.0
1067,беркут вперед ,0.0
1068,дорогой тролль вы не только не смотрите видеофайлы в коментах которых гадите но даже не читаете ответов на свои прошлые высеры понимаю некогда работы много ,1.0
1069,быдло ,1.0
1070,поет то он про прошлое а не будущее ,0.0
1071,спасибо ,0.0
1072,ага там еще израильский моссад в глобусе присутствовал ,0.0
1073,в америке у нас винят демократов или республиканцев а в последнее время и геев начали винить за ураганы у нас тоже есть сумасшедшие христиане даже больше но геи или демократы это американские граждане и все претензии всегда к себе ну не может быть всегда кто то виноват другой это безответственно я не хочу сказать что россия токая ужастная нет она может и будет велика вновь только когда прекратит винить внешнего врага силы направлены не туда ,0.0
1074,слава украине героям слава ,0.0
1075,так ведь пардон именно они и заложили эту модель государства и экономики вы вообще помните е когда убыль населения составляла чел в год ,0.0
1076,ты порвать можешь только бутылку водки пидрило кацапское сиди там у параши и не мычи ,1.0
1077,путин хуйло лалалалала ,1.0
1078,аааахахахах включил из за название хакамада умница так ее никто не обзывал ,0.0
1079,вопрос очень важный и правильный уверен нужна но это должна быть не нац валюта а другая единица для этого еще не наступили условия первое и самое главное условие это сильная и независимая организация оон к сожалению мы все видим что сегодня оон полностью зависимая от запада и сша так что не скоро нам видеть единую международную платежную единицу ,0.0
1080,это бойцы спец подразделения альфа проводят анитеррористическую операцию по иностранным террористам стреляют а те постоянно с какими то чертями с западной украины лазили вот получилось что по гражданам попали ,0.0
1081,молчишь я прав жди визы в гейропу для радости ,1.0
1082,продажный журналюга брехун перебивает ир ину постоянно ее оппоненка почти все передачу промолчала ее для фона туда поставили что ли и она побеждает класс сценарий зомбирующий а голова дана чтобы думать ирине респект умная женщина соловьев продвигает сценарий сепаратизма ах юго восток ах крым потеряете со своими имперскими замашками чтоб откусить от пирога противно сценар ии с осетией приднестровьем чечней понятен но ничего не выйдет уважайте других ивас будут уважать ,0.0
1083,зато в тс море возможностей ,0.0
1084, моя страна не упадет на колени миллиарда долга говорят обратное ,0.0
1085,пшел от сюда дичь ,1.0
1086,д о л б о е б ,1.0
1087,зато ваша страна очень любит россию мы нормально относимся к простым людям на украине да и почти у каждой семье в россии там есть родственники или друзья в нашей стране в разных политических программах участвуют украинские политологи а где на украине российские политологи или журналисты где российкое сми говорят что мы боимся нашу власть так вот наш президент уже несколько раз уже отвечал на вопросы которые ему задавали простые люди по телефону телевизору смс и т д ваши умные ребята которые сбежали в россию от могилизации пожив здесь немного говорят нам рассказывали про россию совсем другое как мы ошибались мы похоже никогда друг другу ничего не докажем у каждого своя правда одно могу сказать с донбассом луганском грузией и т д у америки не получилось следующей целью будет приднестровье поэтому и назначили в одессе мишико но это будет последней ошибкой порошенко ,0.0
1088,я с тобой полностью согласен ну хватит уже этой войны мы же братья мы же славяне и нам нужно бороться против настоящего невидимого нам врага а не того фиктивного которого создали слухи ,0.0
1089, крашенинниковой после половины программы можно было уйти соловьев делал всю работу сам отвратительный человек отыграл на батя не забудет ,0.0
1090,убей нато и европидоров смерть майданутым ублюдкам ,1.0
1091,и ,0.0
1092,так мы и решаем их сами только пиздеть не правду нехуй по ящику ,1.0
1093,просто шикарно мне оч понравилось ,0.0
1094,добьются того что украина разделится на несколько частей во многих областях украины неприемлем союз с ес ,0.0
1095,просто профессиональный западный лоббист ,0.0
1096,великолепно ,0.0
1097,точно это агент госдепа с кетчупом хайнс ,0.0
1098,спасибі це справжні люди вони стоять там за нас за тих у кого хата завжди з краю і які тільки хничуть як нам важко які всі бандюки і нічого не роблять щоб змінити щось в житті ,0.0
